Date,MV_35952H601,MV_AAPL,MV_AMD,MV_AMZN,MV_CVS,MV_EBAY,MV_FCEL,MV_GOOGL,MV_IYW,MV_MAR,MV_MSFT,MV_NEE,MV_NFLX,MV_NVDA,MV_SCWO,MV_TSLA,MV_XOM,portfolio_value,cash_balance,total_value,cash_balance_clean,total_value_clean,cumulative_deposits
2023-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.22,2020.22,2020.22,2020.22,2020.0
2023-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.22,2020.22,2020.22,2020.22,2020.0
2023-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.22,2020.22,2020.22,2020.22,2020.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.22,2020.22,2020.22,2020.22,2020.0
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.22,2020.22,2020.22,2020.22,2020.0
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.22,2020.22,2020.22,2020.22,2020.0
2023-03-06,0.0,303.55029296875,0.0,187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.05029296875,1522.28,2013.33029296875,1522.28,2013.33029296875,1522.06
2023-03-07,0.0,299.14990234375,0.0,187.1000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.2499084472656,1522.28,2008.5299084472656,1522.28,2008.5299084472656,1522.06
2023-03-08,0.0,301.6558837890625,0.0,187.83999633789065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.4958801269531,1522.28,2011.775880126953,1522.28,2011.775880126953,1522.06
2023-03-09,0.0,297.1568908691406,0.0,184.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.6568908691406,1522.28,2003.9368908691406,1522.28,2003.9368908691406,1522.06
