Date,Close
2023-02-06,96.59100341796875
2023-02-07,96.27399444580078
2023-02-08,96.37086486816406
2023-02-09,95.56072235107422
2023-02-10,94.89151000976562
2023-02-13,95.24370574951172
2023-02-14,95.00594329833984
2023-02-15,94.64488983154297
2023-02-16,93.88761901855469
2023-02-17,94.25746154785156
2023-02-21,92.91895294189453
2023-02-22,93.18315887451172
2023-02-23,93.91403198242188
2023-02-24,93.2095718383789
2023-02-27,93.23597717285156
2023-02-28,93.27120971679688
2023-03-01,92.6897201538086
2023-03-02,92.76927947998047
2023-03-03,93.8208236694336
2023-03-06,93.5645751953125
2023-03-07,93.29948425292969
2023-03-08,93.1492691040039
2023-03-09,93.06090545654297
2023-03-10,94.39524841308594
2023-03-13,94.47478485107422
2023-03-14,94.19202423095703
2023-03-15,95.09337615966797
2023-03-16,94.95196533203125
2023-03-17,95.4291763305664
2023-03-20,95.14641571044922
2023-03-21,95.60590362548828
2023-03-22,96.1626205444336
2023-03-23,96.43656921386719
2023-03-24,96.73703002929688
2023-03-27,95.57939147949219
2023-03-28,95.42031860351562
2023-03-29,95.86217498779297
2023-03-30,95.99470520019531
2023-03-31,96.86072540283203
2023-04-03,97.4457778930664
2023-04-04,97.56986999511719
2023-04-05,97.88898468017578
2023-04-06,97.80034637451172
2023-04-10,97.34828186035156
2023-04-11,97.32170104980469
2023-04-12,97.1177978515625
2023-04-13,97.28621673583984
2023-04-14,96.96711730957031
2023-04-17,96.35545349121094
2023-04-18,96.67459869384766
2023-04-19,96.1958999633789
2023-04-20,96.55933380126953
2023-04-21,96.62136840820312
2023-04-24,97.04689025878906
2023-04-25,97.47236633300781
2023-04-26,97.04689025878906
2023-04-27,96.69232940673828
2023-04-28,97.4457778930664
2023-05-01,95.87322998046875
2023-05-02,97.0295181274414
2023-05-03,97.18960571289062
2023-05-04,96.92278289794922
2023-05-05,96.54032135009766
2023-05-08,95.8465805053711
2023-05-09,95.81098937988281
2023-05-10,96.5670394897461
2023-05-11,96.9405746459961
2023-05-12,96.34463500976562
2023-05-15,95.82878875732422
2023-05-16,95.34848022460938
2023-05-17,95.3395767211914
2023-05-18,94.93933868408203
2023-05-19,94.8237075805664
2023-05-22,94.78810119628906
2023-05-23,94.98380279541016
2023-05-24,94.61023712158203
2023-05-25,94.29894256591797
2023-05-26,94.69916534423828
2023-05-30,95.4107437133789
2023-05-31,95.7220458984375
2023-06-01,96.01557922363281
2023-06-02,95.75687408447266
2023-06-05,95.55160522460938
2023-06-06,95.7389907836914
2023-06-07,94.88235473632812
2023-06-08,95.51592254638672
2023-06-09,95.26605987548828
2023-06-12,95.5694351196289
2023-06-13,95.14112091064453
2023-06-14,95.43560028076172
2023-06-15,96.26547241210938
2023-06-16,96.09593200683594
2023-06-20,96.44393157958984
2023-06-21,96.33687591552734
2023-06-22,95.837158203125
2023-06-23,96.10485076904297
2023-06-26,96.2119369506836
2023-06-27,96.10485076904297
2023-06-28,96.52424621582031
2023-06-29,95.79255676269531
2023-06-30,96.49748992919922
2023-07-03,96.22712707519531
2023-07-05,95.5378189086914
2023-07-06,94.57097625732422
2023-07-07,94.4814453125
2023-07-10,94.97381591796875
2023-07-11,95.4214096069336
2023-07-12,96.26293182373047
2023-07-13,96.94332122802734
2023-07-14,96.19131469726562
2023-07-17,96.35246276855469
2023-07-18,96.59418487548828
2023-07-19,97.1402587890625
2023-07-20,96.48674774169922
2023-07-21,96.65681457519531
2023-07-24,96.54045104980469
2023-07-25,96.38825225830078
2023-07-26,96.83587646484375
2023-07-27,95.65419006347656
2023-07-28,96.28083801269531
2023-07-31,96.54940795898438
2023-08-01,95.58736419677734
2023-08-02,95.00345611572266
2023-08-03,94.15007019042969
2023-08-04,95.12921905517578
2023-08-07,94.89566040039062
2023-08-08,95.27293395996094
2023-08-09,95.36277770996094
2023-08-10,94.68904876708984
2023-08-11,94.36565399169922
2023-08-14,94.32972717285156
2023-08-15,93.83564758300781
2023-08-16,93.41344451904297
2023-08-17,93.16194915771484
2023-08-18,93.51228332519531
2023-08-21,92.95535278320312
2023-08-22,93.2427978515625
2023-08-23,94.55427551269531
2023-08-24,94.23091888427734
2023-08-25,94.2848129272461
2023-08-28,94.58123779296875
2023-08-29,95.3358154296875
2023-08-30,95.20106506347656
2023-08-31,95.36277770996094
2023-09-01,94.68392944335938
2023-09-05,94.00779724121094
2023-09-06,93.91765594482422
2023-09-07,94.33236694335938
2023-09-08,94.40449523925781
2023-09-11,94.22416687011719
2023-09-12,94.19712829589844
2023-09-13,94.40449523925781
2023-09-14,94.23320770263672
2023-09-15,94.08897399902344
2023-09-18,94.26924133300781
2023-09-19,93.95372009277344
2023-09-20,93.98978424072266
2023-09-21,93.043212890625
2023-09-22,93.61116790771484
2023-09-25,92.70064544677734
2023-09-26,92.43924713134766
2023-09-27,92.0064926147461
2023-09-28,92.16876983642578
2023-09-29,91.97042083740234
2023-10-02,91.12784576416016
2023-10-03,90.07801818847656
2023-10-04,90.86540222167969
2023-10-05,90.75680541992188
2023-10-06,90.48529052734375
2023-10-09,91.60753631591797
2023-10-10,91.64373016357422
2023-10-11,92.20484924316406
2023-10-12,91.2455062866211
2023-10-13,91.7523193359375
2023-10-16,91.11878204345703
2023-10-17,90.39479064941406
2023-10-18,89.6707534790039
2023-10-19,88.94671630859375
2023-10-20,89.29969024658203
2023-10-23,89.99656677246094
2023-10-24,90.5033950805664
2023-10-25,89.67977905273438
2023-10-26,90.33143615722656
2023-10-27,90.15043640136719
2023-10-30,89.87889862060547
2023-10-31,89.75220489501953
2023-11-01,91.0366439819336
2023-11-02,92.11761474609375
2023-11-03,92.57176971435547
2023-11-06,92.08125305175781
2023-11-07,92.81702423095703
2023-11-08,93.28937530517578
2023-11-09,92.34468841552734
2023-11-10,92.80793762207031
2023-11-13,92.81702423095703
2023-11-14,94.27042388916016
2023-11-15,93.77989959716797
2023-11-16,94.55201721191406
2023-11-17,94.82451629638672
2023-11-20,95.20603942871094
2023-11-21,95.23330688476562
2023-11-22,95.61478424072266
2023-11-24,95.12429809570312
2023-11-27,95.89640045166016
2023-11-28,96.27792358398438
2023-11-29,97.05913543701172
2023-11-30,96.55043029785156
2023-12-01,97.71292114257812
2023-12-04,97.26615905761719
2023-12-05,98.04115295410156
2023-12-06,98.40584564208984
2023-12-07,98.41495513916016
2023-12-08,97.8861312866211
2023-12-11,97.85881042480469
2023-12-12,98.41495513916016
2023-12-13,100.06526184082031
2023-12-14,101.1294174194336
2023-12-15,100.98302459716797
2023-12-18,100.5621109008789
2023-12-19,100.6902084350586
2023-12-20,100.95558166503906
2023-12-21,100.9189453125
2023-12-22,100.74512481689453
2023-12-26,100.95558166503906
2023-12-27,101.8980712890625
2023-12-28,101.6326904296875
2023-12-29,101.2575454711914
2024-01-02,100.57127380371094
2024-01-03,100.34249877929688
2024-01-04,99.78434753417969
2024-01-05,99.4274673461914
2024-01-08,100.18695068359375
2024-01-09,100.3608169555664
2024-01-10,100.2326889038086
2024-01-11,100.83660888671875
2024-01-12,101.0562515258789
2024-01-16,100.03138732910156
2024-01-17,99.8209228515625
2024-01-18,99.62879180908203
2024-01-19,99.72943878173828
2024-01-22,100.00394439697266
2024-01-23,99.6379165649414
2024-01-24,99.44577026367188
2024-01-25,100.10460662841797
2024-01-26,99.8209228515625
2024-01-29,100.2326889038086
2024-01-30,100.5529556274414
2024-01-31,100.80917358398438
2024-02-01,101.58878326416016
2024-02-02,100.66133117675781
2024-02-05,99.69713592529297
2024-02-06,100.25727081298828
2024-02-07,99.96346282958984
2024-02-08,99.44921112060547
2024-02-09,99.32066345214844
2024-02-12,99.32981872558594
2024-02-13,98.23709869384766
2024-02-14,98.69622039794922
2024-02-15,99.05435943603516
2024-02-16,98.69622039794922
2024-02-20,99.02679443359375
2024-02-21,98.77887725830078
2024-02-22,98.93496704101562
2024-02-23,99.22880554199219
2024-02-26,98.9166030883789
